713,871,0.052
323,217,0.982
291,962,0.756
66,881,0.302
234,430,0.661
883,663,0.859
41,807,0.408
856,106,0.575
535,899,0.460
20,708,0.827
448,712,0.201
5,203,0.157
905,428,0.008
759,930,0.831
876,437,0.062
159,620,0.195
612,684,0.103
197,695,0.018
102,561,0.841
755,542,0.031
496,706,0.011
814,312,0.483
287,345,0.399
8,606,0.096
405,341,0.246
975,434,0.946
739,442,0.416
52,604,0.240
741,305,0.846
742,626,0.437
381,954,0.387
324,687,0.037
367,519,0.158
43,906,0.041
443,837,0.463
356,168,0.050
767,907,0.583
450,30,0.018
285,252,0.859
806,517,0.955
737,421,0.710
512,191,0.057
743,185,0.447
995,504,0.445
665,432,0.460
582,555,0.728
996,3,0.877
901,565,0.811
517,36,0.366
380,932,0.672
423,937,0.665
419,760,0.506
423,36,0.332
199,738,0.468
377,940,0.795
109,271,0.195
311,895,0.368
439,848,0.689
883,322,0.649
869,250,0.390
471,12,0.746
155,141,0.656
403,142,0.341
180,752,0.677
547,662,0.575
29,303,0.404
692,346,0.887
787,410,0.397
731,307,0.943
285,511,0.098
578,660,0.229
107,75,0.326
587,386,0.849
84,870,0.961
70,66,0.628
103,501,0.309
641,633,0.755
965,828,0.583
954,567,0.259
278,943,0.885
526,965,0.275
633,11,0.793
433,996,0.203
192,682,0.647
401,542,0.021
287,481,0.955
101,310,0.919
979,830,0.881
445,395,0.550
863,319,0.335
988,804,0.501
301,179,0.269
500,562,0.217
485,795,0.969
473,427,0.627
566,105,0.298
697,465,0.066
898,628,0.884
365,885,0.063
40,762,0.011
337,904,0.934
288,312,0.554
769,923,0.041
131,661,0.164
352,520,0.504
971,12,0.253
850,900,0.897
850,231,0.427
52,222,0.626
491,540,0.460
58,78,0.648
988,47,0.244
670,146,0.422
527,83,0.150
241,332,0.113
435,643,0.605
368,592,0.621
273,980,0.033
968,644,0.325
711,504,0.437
357,795,0.208
529,637,0.361
609,435,6.814
705,84,0.490
621,904,0.634
304,560,0.506
158,354,0.698
368,340,0.037
455,743,0.219
737,91,0.295
391,612,0.366
768,303,0.462
122,937,0.132
897,834,0.197
217,246,0.696
430,172,0.824
179,132,0.318
473,117,0.237
600,759,0.252
262,492,0.024
807,639,0.456
843,362,0.903
748,711,0.807
213,670,0.572
832,7,0.935
780,80,0.987
242,797,0.724
287,642,0.256
118,827,0.906
267,270,0.029
59,404,0.510
345,514,0.881
999,529,0.921
550,18,0.032
710,495,0.970
274,278,0.433
360,349,0.247
71,111,0.844
468,544,0.718
284,85,0.090
526,160,0.984
472,752,0.625
975,57,0.278
419,122,0.912
723,222,0.248
988,996,0.130
621,121,0.277
994,599,0.016
328,681,0.508
619,601,0.040
873,656,0.722
401,666,0.223
620,712,0.817
962,817,0.118
404,513,0.228
437,833,0.764
990,924,0.133
448,281,0.947
855,694,0.022
868,391,0.373
700,457,0.922
188,477,0.468
581,74,0.447
719,491,0.164
818,585,0.990
449,380,0.194
729,630,0.165
872,755,0.650
851,738,0.299
642,138,0.677
383,986,0.348
862,736,0.924
555,586,0.475
787,392,0.411
283,925,0.153
303,813,0.072
19,84,0.303
75,874,0.695
179,608,0.918
468,44,0.596
886,112,0.491
590,800,0.673
199,950,0.928
487,325,0.274
99,668,0.083
601,350,0.390
442,812,0.110
497,379,0.006
186,839,0.176
405,550,0.855
248,276,0.280
710,799,0.201
340,830,0.032
988,162,0.762
747,253,0.497
679,860,0.684
184,69,0.472
233,787,0.372
181,589,0.110
86,483,0.963
592,593,0.061
84,413,0.852
955,518,0.248
648,138,0.071
182,84,0.487
213,170,0.232
19,892,0.948
653,350,0.552
911,935,0.821
814,223,0.722
914,721,0.205
120,396,0.756
823,136,0.909
633,498,0.431
591,38,0.013
857,0,0.602
252,408,0.800
513,346,0.500
384,514,0.638
487,660,0.215
366,90,0.639
316,470,0.593
202,172,0.038
664,971,0.806
583,633,0.731
956,53,0.538
654,323,0.382
548,800,0.973
406,122,0.284
36,195,0.946
960,611,0.405
696,926,0.070
713,906,0.300
79,255,0.892
986,403,0.070
835,129,0.792
954,153,0.648
206,116,0.596
173,158,0.040
251,970,0.513
926,339,0.976
164,822,0.300
259,156,0.164
863,414,0.652
101,957,0.114
857,732,0.142
587,447,0.982
138,386,0.663
294,171,0.057
831,274,0.337
158,863,0.706
366,950,0.808
545,451,0.077
283,871,0.212
365,10,0.002
870,964,0.407
635,561,0.082
289,152,0.920
404,224,0.284
327,144,0.883
648,564,0.866
97,182,0.986
277,957,0.928
854,163,0.596
508,437,0.182
338,258,0.366
762,799,0.916
839,161,0.602
666,816,0.796
672,807,0.735
657,392,0.816
668,792,0.898
790,512,0.361
884,726,0.814
362,552,0.482
858,343,0.183
89,657,0.401
344,789,0.660
341,546,0.994
248,145,0.430
644,768,0.032
909,326,0.398
782,29,0.064
706,240,0.506
438,644,0.617
506,213,0.417
192,379,0.370
510,432,0.898
777,489,0.136
292,620,0.261
261,790,0.939
981,295,0.645
743,981,0.803
464,983,0.447
916,318,0.578
137,760,0.957
909,471,0.283
180,172,0.286
140,831,0.584
942,597,0.072
579,97,0.497
176,11,0.659
424,617,0.907
36,114,0.477
652,872,0.136
667,424,0.031
293,702,0.435
737,507,0.123
11,414,0.277
438,427,0.820
834,132,0.064
408,429,0.513
8,831,0.881
946,456,0.340
680,502,0.200
580,823,0.326
716,586,0.506
782,520,0.892
516,764,0.177
796,61,0.825
164,484,0.015
736,630,0.005
401,506,0.117
500,319,0.861
651,355,0.329
707,346,0.115
469,981,0.347
732,900,0.681
411,818,0.668
102,884,0.589
729,690,0.777
764,102,0.097
529,788,0.886
722,417,0.609
241,387,0.221
108,581,0.490
164,738,0.435
964,108,0.721
715,294,0.524
49,302,0.467
5,640,0.579
963,487,0.441
679,598,0.878
178,34,0.401
708,693,0.379
897,166,0.776
144,203,0.417
840,771,0.106
911,423,0.047
312,254,0.283
234,293,0.496
700,834,0.287
475,397,0.696
297,675,0.571
393,324,0.138
539,24,0.816
80,669,0.320
304,153,0.753
928,252,0.640
396,312,0.930
461,675,0.020
878,183,0.514
870,829,0.583
762,371,0.304
53,311,0.010
930,785,0.857
152,2,0.069
678,780,0.743
553,709,0.635
613,825,0.050
51,167,0.306
227,667,0.865
268,910,0.798
883,191,0.249
582,780,0.247
423,857,0.643
922,559,0.534
571,941,0.427
847,946,0.537
105,75,0.390
767,389,0.449
972,813,0.496
105,214,0.244
2,685,0.796
279,207,0.296
744,95,0.098
459,317,0.173
984,999,0.016
533,254,0.092
509,795,0.889
614,413,0.350
491,363,0.458
896,30,0.631
588,82,0.852
879,107,0.595
581,348,0.221
824,417,0.343
340,472,0.295
615,458,0.768
878,981,0.561
157,20,0.899
751,643,0.078
724,992,0.331
363,70,0.024
490,907,0.883
569,232,0.417
162,545,0.105
192,661,0.946
174,594,0.966
61,926,0.934
360,621,0.661
90,406,0.266
829,921,0.037
881,215,0.308
194,681,0.658
80,415,0.239
193,900,0.065
835,339,0.471
463,961,0.605
11,13,0.999
29,336,0.957
884,982,0.111
982,173,0.288
638,958,0.840
629,79,0.247
524,845,0.862
336,586,0.211
518,136,0.372
473,589,0.100
349,850,0.831
909,20,0.190
86,896,0.492
963,696,0.384
954,508,0.200
14,249,0.505
941,647,0.693
911,688,0.064
211,922,0.475
117,734,0.385
852,88,0.077
125,513,0.411
366,35,0.105
751,788,0.060
979,218,0.957
316,653,0.674
167,563,0.251
252,175,0.905
181,388,0.102
54,396,0.614
861,804,0.853
411,855,0.043
947,546,0.782
346,591,0.409
59,228,0.291
782,479,0.663
425,915,0.685
718,398,0.015
987,204,0.206
28,134,0.573
393,641,0.303
776,337,0.508
699,25,0.605
832,323,0.780
234,504,0.705
245,583,0.613
368,208,0.115
6,705,0.945
909,699,0.062
68,959,0.932
102,530,0.538
449,163,0.188
105,759,0.272
905,358,0.288
439,463,0.562
875,693,0.350
964,406,0.609
576,283,0.317
184,377,0.781
36,688,0.968
664,944,0.845
613,159,0.518
935,991,0.666
72,412,0.457
585,949,0.891
502,958,0.515
285,913,0.723
923,373,0.231
570,837,0.938
107,243,0.275
185,887,0.967
960,968,0.529
242,705,0.165
119,930,0.161
194,835,0.515
889,782,0.940
688,815,0.774
498,697,0.222
228,714,0.315
437,550,0.966
310,778,0.368
98,816,0.865
429,559,0.467
805,903,0.511
385,538,0.273
360,546,0.310
125,645,0.917
976,992,0.918
218,242,0.731
875,268,0.806
398,12,0.479
264,839,0.677
564,952,0.254
723,650,0.283
290,524,0.499
776,106,0.803
316,316,0.993
736,937,0.896
923,238,0.316
247,97,0.113
369,419,0.882
127,858,0.273
999,482,0.809
348,972,0.100
215,531,0.704
179,23,0.063
605,190,0.657
535,305,0.144
517,428,0.047
304,718,0.871
961,922,0.187
462,635,0.949
39,897,0.288
673,211,0.550
130,649,0.880
71,639,0.906
647,423,0.774
86,776,0.697
862,793,0.857
235,707,0.258
682,633,0.234
166,295,0.343
524,905,0.413
156,68,0.105
797,313,0.867
863,8,0.498
853,619,0.796
928,734,0.089
134,131,0.182
576,711,0.591
183,936,0.978
289,381,0.716
346,434,0.705
869,387,0.731
507,119,0.416
69,947,0.942
926,226,0.066
440,34,0.371
579,725,0.263
700,604,0.315
760,114,0.874
872,963,0.159
245,135,0.408
983,613,0.538
956,348,0.471
33,911,0.123
808,625,0.354
843,734,0.016
541,257,0.910
930,394,0.789
427,648,0.555
254,490,0.661
736,627,0.885
467,753,0.167
608,986,0.892
566,519,0.554
689,761,0.236
884,351,0.224
69,521,0.846
968,889,0.616
99,969,0.883
169,927,0.919
450,787,0.486
654,626,0.739
610,539,0.704
135,848,0.172
147,725,0.204
249,380,0.859
262,794,0.286
280,497,0.598
734,222,0.462
487,899,0.969
297,274,0.910
380,497,0.121
823,635,0.544
128,379,0.455
875,470,0.304
390,133,0.920
761,302,0.816
684,360,0.875
444,498,0.725
187,377,0.814
842,867,0.885
504,9,0.041
772,817,0.618
588,704,0.531
638,111,0.847
80,529,0.723
304,288,0.401
110,351,0.900
788,733,0.738
791,905,0.898
355,789,0.369
863,86,0.968
310,529,0.752
168,541,0.005
71,590,0.170
424,603,0.911
659,434,0.646
879,716,0.054
336,875,0.707
761,236,0.298
903,806,0.373
455,784,0.256
667,94,0.075
924,262,0.680
865,592,0.872
702,849,0.108
233,804,0.067
775,30,0.338
719,537,0.455
556,972,0.113
160,71,0.506
736,491,0.234
62,432,0.140
427,868,0.301
167,720,0.029
758,290,0.047
604,664,0.636
164,867,0.823
77,546,0.545
306,567,0.703
922,165,0.065
224,68,0.358
579,698,0.677
697,780,0.831
896,319,0.982
403,465,0.751
634,403,0.419
428,806,0.469
444,996,0.252
108,698,0.050
975,969,0.564
815,409,0.047
644,953,0.576
512,724,0.182
670,122,0.281
15,466,0.281
931,564,0.584
411,331,0.329
424,926,0.776
478,1,0.767
219,397,0.080
100,481,0.931
49,583,0.615
711,605,0.916
960,903,0.283
316,756,0.092
872,350,0.523
148,229,0.813
510,168,0.379
688,684,0.683
212,845,0.923
468,117,0.025
944,948,0.663
861,936,0.499
712,590,0.945
19,520,0.112
895,951,0.586
380,362,0.518
287,695,0.651
158,956,0.680
855,344,0.523
841,713,0.039
115,78,0.131
477,994,0.810
89,85,0.458
492,580,0.637
538,275,0.386
637,488,0.981
927,668,0.220
108,881,0.026
794,994,0.119
321,425,0.879
536,759,0.359
930,768,0.334
969,994,0.534
964,596,0.628
21,172,0.170
547,859,0.049
477,570,0.958
373,664,0.833
251,215,0.704
708,625,0.789
101,480,0.981
9,707,0.207
5,449,0.758
256,66,0.780
964,132,0.443
631,302,0.637
390,99,0.385
300,45,0.617
401,566,0.085
629,713,0.990
717,427,0.718
359,504,0.372
933,968,0.961
833,392,0.715
28,839,0.166
366,287,0.692
98,905,0.241
131,955,0.852
416,650,0.907
540,698,0.121
207,992,0.867
838,31,0.860
634,70,0.113
713,685,0.226
738,801,0.899
398,434,0.957
165,927,0.298
663,928,0.797
405,37,0.312
952,856,0.521
516,931,0.211
269,796,0.584
837,954,0.434
830,260,0.381
578,589,0.285
145,874,0.577
110,784,0.121
427,103,0.576
923,939,0.579
201,524,0.785
487,308,0.688
916,88,0.595
783,583,0.591
760,839,0.850
964,303,0.819
773,431,0.098
419,544,0.236
813,763,0.326
231,358,0.062
635,613,0.335
199,708,0.876
892,848,0.892
738,103,0.643
383,605,0.052
692,82,0.071
36,190,0.844
751,363,0.655
741,636,0.842
717,481,0.369
311,323,0.503
441,119,0.638
304,477,0.584
735,870,0.860
259,950,0.460
788,793,0.758
246,213,0.810
443,287,0.474
29,267,0.892
735,152,0.134
292,329,0.537
421,403,0.877
337,198,0.557
543,848,0.595
777,58,0.747
982,615,0.753
156,432,0.434
363,484,0.847
51,489,0.782
952,131,0.386
199,309,0.454
53,813,0.662
405,103,0.210
10,2,0.554
615,644,0.320
856,680,0.747
462,723,0.640
804,28,0.764
861,831,0.798
315,799,0.621
182,546,0.938
462,496,0.740
627,797,0.440
648,28,0.366
442,425,0.575
363,71,0.206
712,865,0.110
543,531,0.444
473,961,0.138
988,655,0.865
394,746,0.608
281,630,0.258
644,124,0.343
37,997,0.726
973,214,0.255
987,928,0.446
733,648,0.448
294,5,0.993
318,123,0.630
528,914,0.744
382,349,0.849
191,619,0.334
852,671,0.237
7,544,0.677
106,290,0.657
271,816,0.657
294,298,0.227
442,337,0.748
681,405,0.394
907,663,0.739
907,505,0.352
110,788,0.752
357,638,0.991
2,365,0.347
987,44,0.520
0,980,0.263
61,604,0.227
828,85,0.177
883,12,0.266
257,98,0.586
444,789,0.923
467,721,0.928
813,244,0.495
587,829,0.218
279,732,0.467
723,804,0.740
475,333,0.107
624,413,0.180
567,729,0.710
340,264,0.144
470,994,0.682
62,140,0.622
25,918,0.794
818,456,0.039
890,771,0.619
142,676,0.103
381,156,0.427
761,45,0.791
557,177,0.399
548,644,0.212
487,820,0.937
800,247,0.033
866,121,0.122
77,913,0.552
541,165,0.055
763,463,0.408
376,270,0.360
221,360,0.497
751,944,0.526
412,854,0.131
771,148,0.934
79,1,0.397
207,700,0.340
881,338,0.900
691,344,0.121
356,288,0.818
280,408,0.965
639,887,0.171
443,670,0.179
981,656,0.595
813,446,0.654
655,643,0.277
935,734,0.323
876,248,0.304
428,513,0.711
102,69,0.297
563,960,0.701
33,904,0.995
111,3,0.702
713,852,0.380
937,170,0.674
723,238,0.921
458,466,0.270
703,789,0.454
944,408,0.922
117,513,0.668
738,42,0.617
11,51,0.007
226,452,0.358
302,675,0.913
156,705,0.849
131,899,0.728
406,128,0.404
222,892,0.470
8,373,0.892
753,227,0.669
74,452,0.774
998,296,0.005
995,140,0.404
829,422,0.641
499,288,0.396
124,338,0.619
145,102,0.737
955,850,0.498
341,530,0.553
147,794,0.116
184,412,0.254
305,358,0.615
580,435,0.941
718,769,0.496
134,714,0.537
986,996,0.396
462,992,0.905
684,255,0.723
29,869,0.935
842,427,0.050
278,331,0.813
992,735,0.126
915,918,0.166
517,27,0.562
505,898,0.501
803,663,0.440
14,31,0.120
779,615,0.353
207,746,0.842
481,991,0.318
39,243,0.680
367,625,0.441
557,27,0.421
64,967,0.563
164,602,0.500
262,801,0.829
79,729,0.730
133,265,0.710
548,677,0.598
670,199,0.126
598,44,0.382
27,941,0.280
963,779,0.677
610,16,0.678
645,750,0.014
601,919,0.690
589,957,0.898
303,791,0.870
467,245,0.262
354,345,0.331
377,548,0.621
620,976,0.150
123,458,0.052
169,843,0.364
92,867,0.719
918,638,0.168
166,514,0.657
405,127,0.527
279,763,0.849
162,688,0.422
114,105,0.330
347,414,0.156
388,29,0.616
336,476,0.376
616,695,0.181
166,66,0.702
910,127,0.961
864,826,0.117
804,614,0.224
638,638,0.381
287,927,0.318
874,383,0.473
417,788,0.156
309,304,0.590
676,504,0.805
341,38,0.106
840,635,0.114
593,346,0.435
333,76,0.691
547,99,0.472
415,213,0.833
207,29,0.156
316,841,0.567
233,732,0.543
914,949,0.553
125,596,0.812
3,118,0.559
621,407,0.563
292,817,0.424
213,52,0.197
57,317,0.175
944,38,0.079
740,405,0.206
673,258,0.750
698,451,0.139
744,216,0.521
592,27,0.393
550,566,0.601
956,282,0.839
810,668,0.441
712,689,0.805
556,714,0.073
693,720,0.791
741,361,0.283
24,943,0.572
394,704,0.976
671,653,0.777
801,53,0.094
918,610,0.308
716,237,0.381
870,308,0.697
691,317,0.594
143,729,0.668
186,314,0.749
674,478,0.561
672,440,0.508
923,361,0.621
389,496,0.645
148,80,0.927
504,453,0.636
675,591,0.224
257,45,0.392
954,305,0.545
263,988,0.299
923,455,0.251
497,43,0.831
0,465,0.700
523,258,0.762
179,409,0.487
525,949,0.144
878,147,0.719
87,792,0.476
875,569,0.587
14,907,0.915
187,782,0.515
178,73,0.717
254,634,0.646
464,221,0.145
732,730,0.101
754,287,0.661
440,949,0.256
447,481,0.184
400,253,0.317
142,543,0.157
772,898,0.525
738,563,0.503
450,887,0.534
401,692,0.435
326,468,0.839
734,530,0.454
180,830,0.735
588,904,0.178
256,672,0.929
52,110,0.437
611,564,0.760
533,431,0.676
390,226,0.292
390,331,0.886
312,419,0.567
848,168,0.057
22,789,0.994
158,932,0.818
364,863,0.821
539,266,0.597
662,38,0.333
903,888,0.808
34,557,0.506
806,360,0.423
586,323,0.132
826,547,0.386
828,762,0.786
36,707,0.693
857,200,0.938
878,146,0.791
579,65,0.060
960,860,0.776
967,774,0.831
323,315,0.841
54,381,0.384
807,576,0.985
376,272,0.842
597,959,0.445
614,128,0.341
806,254,0.908
349,682,0.724
106,283,0.807
343,135,0.011
554,294,0.494
915,41,0.146
385,234,0.266
730,635,0.200
250,917,0.122
726,770,0.839
932,852,0.197
749,583,0.238
19,836,0.172
70,140,0.526
753,88,0.640
177,289,0.454
94,969,0.508
707,428,0.733
906,209,0.433
635,687,0.873
574,227,0.688
289,481,0.589
153,963,0.442
107,695,0.339
439,706,0.795
284,653,0.364
90,942,0.366
999,974,0.418
684,594,0.935
898,349,0.501
746,532,0.814
418,849,0.612
506,600,0.269
523,327,0.512
927,144,0.518
166,681,0.277
514,915,0.652
959,455,0.257
669,18,0.811
914,283,0.560
559,839,0.814
819,570,0.608
137,677,0.514
356,511,0.508
834,848,0.272
540,724,0.344
194,325,0.731
335,406,0.809
854,906,0.247
634,160,0.999
652,727,0.217
611,1,0.912
145,736,0.269
277,684,0.942
788,933,0.369
661,531,0.517
683,546,0.429
735,607,0.456
541,896,0.391
626,403,0.966
851,785,0.970
624,841,0.483
588,94,0.657
278,86,0.649
534,830,0.496
218,47,0.729
830,598,0.803
611,628,0.230
728,402,0.718
187,895,0.859
936,209,0.408
384,357,0.544
960,7,0.402
903,281,0.200
335,655,0.191
719,713,0.182
323,594,0.560
7,882,0.623
918,417,0.947
349,744,0.774
839,430,0.949
314,327,0.504
449,864,0.016
780,689,0.748
698,341,0.566
589,876,0.705
318,507,0.629
322,866,0.579
514,443,0.840
527,483,0.846
852,936,0.556
73,523,0.997
441,447,0.185
423,992,0.544
519,424,0.283
841,606,0.788
884,527,0.073
38,810,0.923
993,944,0.146
462,976,0.590
177,905,0.206
298,832,0.672
772,375,0.128
303,85,0.796
553,668,0.078
79,944,0.836
888,573,0.587
112,48,0.881
148,877,0.710
60,712,0.468
269,628,0.748
588,228,0.388
456,793,0.863
770,196,0.238
888,233,0.486
965,754,0.617
768,233,0.280
514,547,0.958
116,438,0.310
126,192,0.295
245,815,0.110
0,700,0.998
554,550,0.814
276,720,0.381
72,651,0.699
833,71,0.179
431,769,0.634
855,49,0.032
97,441,0.234
248,902,0.769
581,712,0.045
739,695,0.029
942,528,0.816
260,315,0.128
625,242,0.140
318,567,0.337
365,629,0.753
575,662,0.264
49,571,0.713
524,281,0.119
958,359,0.977
106,549,0.795
592,479,0.818
892,109,0.589
295,472,0.790
444,268,0.503
149,78,0.178
176,117,0.729
683,837,0.791
734,494,0.836
717,535,0.001
184,11,0.060
492,923,0.343
937,494,0.523
468,509,0.000
196,353,0.624
285,824,0.504
956,406,0.049
481,945,0.673
663,295,0.066
959,325,0.059
933,543,0.019
694,616,0.714
14,506,0.912
819,703,0.240
773,554,0.532
88,943,0.882
974,771,0.370
479,796,0.739
726,239,0.046
338,895,0.030
81,601,0.828
301,513,0.646
744,236,0.130
729,486,0.800
847,111,0.976
131,914,0.650
752,393,0.462
127,576,0.601
829,791,0.239
132,801,0.679
230,166,0.566
433,201,0.273
703,840,0.118
27,26,0.825
199,59,0.005
531,346,0.634
118,853,0.511
219,480,0.593
349,181,0.720
356,843,0.929
8,646,0.061
491,741,0.205
710,389,0.778
338,670,0.663
536,654,0.097
721,571,0.894
270,473,0.581
87,937,0.863
793,908,0.919
635,327,0.589
569,793,0.973
435,160,0.716
661,241,0.289
295,422,0.756
841,83,0.653
430,529,0.970
656,494,0.774
221,863,0.310
909,456,0.582
14,390,0.388
619,722,0.427
4,884,0.874
704,318,0.170
589,310,0.563
604,962,0.743
256,113,0.611
337,278,0.687
316,419,0.238
908,356,0.924
208,977,0.489
575,224,0.953
844,344,0.121
444,420,0.680
765,89,0.828
734,159,0.601
612,587,0.233
824,328,0.488
575,754,0.225
604,573,0.394
148,781,0.770
602,775,0.436
882,784,0.005
267,451,0.346
269,26,0.494
493,31,0.933
51,120,0.707
925,326,0.575
713,275,0.001
95,61,0.651
994,0,0.624
770,350,0.583
493,292,0.497
815,222,0.730
945,12,0.611
106,184,0.609
68,142,0.189
936,49,0.558
657,828,0.777
925,416,0.171
316,603,0.394
396,330,0.045
351,620,0.338
707,640,0.877
809,129,0.050
920,675,0.644
793,452,0.546
592,409,0.238
546,599,0.707
634,746,0.647
647,90,0.963
279,122,0.786
973,178,0.823
576,389,0.170
832,564,0.422
981,839,0.057
172,862,0.425
591,55,0.165
507,355,0.273
709,651,0.376
202,885,0.900
556,3,0.012
368,532,0.104
900,483,0.434
529,79,0.290
42,222,0.606
727,965,0.442
685,36,0.300
443,346,0.453
846,812,0.665
